Name,Comment,Class,Date,Time,Duration,Reference,Pass/Fail,Grade,GPS,Additional Information,H,+/-,He,+/-,Li,+/-,Be,+/-,B,+/-,C,+/-,N,+/-,O,+/-,F,+/-,Ne,+/-,Na,+/-,Mg,+/-,Al,+/-,Si,+/-,P,+/-,S,+/-,Cl,+/-,Ar,+/-,K,+/-,Ca,+/-,Sc,+/-,Ti,+/-,V,+/-,Cr,+/-,Mn,+/-,Fe,+/-,Co,+/-,Ni,+/-,Cu,+/-,Zn,+/-,Ga,+/-,Ge,+/-,As,+/-,Se,+/-,Br,+/-,Kr,+/-,Rb,+/-,Sr,+/-,Y,+/-,Zr,+/-,Nb,+/-,Mo,+/-,Tc,+/-,Ru,+/-,Rh,+/-,Pd,+/-,Ag,+/-,Cd,+/-,In,+/-,Sn,+/-,Sb,+/-,Te,+/-,I,+/-,Xe,+/-,Cs,+/-,Ba,+/-,La,+/-,Ce,+/-,Pr,+/-,Nd,+/-,Pm,+/-,Sm,+/-,Eu,+/-,Gd,+/-,Tb,+/-,Dy,+/-,Ho,+/-,Er,+/-,Tm,+/-,Yb,+/-,Lu,+/-,Hf,+/-,Ta,+/-,W,+/-,Re,+/-,Os,+/-,Ir,+/-,Pt,+/-,Au,+/-,Hg,+/-,Tl,+/-,Pb,+/-,Bi,+/-,Po,+/-,At,+/-,Rn,+/-,Fr,+/-,Ra,+/-,Ac,+/-,Th,+/-,Pa,+/-,U,+/-,Np,+/-,Pu,+/-,Am,+/-,Cm,+/-,Bk,+/-,Cf,+/-,Es,+/-,Fm,+/-,Md,+/-,No,+/-,Lr,+/-,d1,+/-,d2,+/-,d3,+/-,d4,+/-,d5,+/-,d6,+/-,BS,+/-,UN,+/-
A04.3,,Mining_MidS_FP,1.1.2011,12:28:43,30.5010,,,Al-380(1.4707) Al-6262(1.6599) Al-5056(1.7168),,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9857,0.0958,0.1173,0.0355,,,0.2580,0.0176,,,0.0181,0.0039,0.0560,0.0032,4.9280,0.0175,,,0.0085,0.0010,0.0463,0.0012,0.0774,0.0012,,,,,2.0154,0.0041,,,,,,,0.0174,0.0004,0.0064,0.0003,0.0020,0.0003,0.0247,0.0005,0.0019,0.0004,,,,,,,,,,,,,,,,,0.0098,0.0026,0.0133,0.0031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0132,0.0014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A04.3,,Mining_MidS_FP,1.1.2011,12:29:55,30.5000,,,Al-380(1.5696) Al-6262(1.7410) Al-5056(1.7919),,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0561,0.0959,0.1382,0.0365,,,0.2740,0.0178,,,,,0.0590,0.0035,5.1392,0.0179,,,0.0088,0.0010,0.0449,0.0012,0.0779,0.0013,,,,,2.1447,0.0043,0.0010,0.0003,,,,,0.0190,0.0004,0.0071,0.0004,0.0022,0.0004,0.0268,0.0005,0.0019,0.0004,,,,,,,,,,,,,,,,,0.0119,0.0027,0.0168,0.0032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0135,0.0017,,,,,,,,,,,0.0036,0.0009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A04.3,,Mining_MidS_FP,1.1.2011,12:30:54,30.5000,,,Al-380(0.9808) Al-6262(1.2829) Al-5056(1.3470),,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.8228,0.0817,,,,,0.1686,0.0155,,,,,0.0438,0.0029,3.9616,0.0155,,,0.0065,0.0008,0.0337,0.0010,0.0624,0.0011,,,,,1.6626,0.0036,,,,,,,0.0142,0.0004,0.0056,0.0003,,,0.0219,0.0005,0.0015,0.0004,0.0018,0.0004,,,,,,,,,,,,,,,0.0075,0.0024,0.0100,0.0028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0101,0.0013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A04.3,Average,Mining Mode,1.1.2011,12:30:54,30.5000,,,Al-380(1.4353) Al-6262(1.6289) Al-5056(1.6903),,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6292,0.4383,0.0511,0.0630,,,0.7946,1.0961,,,0.0063,0.0079,0.0521,0.0058,4.8707,0.4630,0.0016,0.0032,0.0088,0.0016,0.0426,0.0045,0.0741,0.0059,,,,,2.0483,0.2075,0.0002,0.0004,,,,,0.0180,0.0021,0.0067,0.0007,0.0017,0.0009,0.0256,0.0021,0.0019,0.0002,0.0007,0.0008,,,,,,,,,,,,,,,0.0081,0.0044,0.0138,0.0023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0112,0.0021,,,,,,,,,,,0.0007,0.0014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A05.3,,Mining_MidS_FP,1.1.2011,12:32:17,30.5000,,,Al-380(1.4913) Al-6262(1.6917) Al-5056(1.7323),,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0615,0.0906,0.1285,0.0330,,,0.2891,0.0176,,,0.0173,0.0036,0.0597,0.0032,4.9826,0.0176,,,0.0075,0.0010,0.0409,0.0012,0.0724,0.0012,,,,,1.9645,0.0040,,,,,,,0.0174,0.0004,0.0057,0.0003,0.0014,0.0003,0.0212,0.0005,0.0015,0.0004,0.0022,0.0005,,,,,,,,,,,,,,,0.0077,0.0025,0.0159,0.0029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0131,0.0016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A05.3,,Mining_MidS_FP,1.1.2011,12:33:08,30.5010,,,Al-380(1.1720) Al-6262(1.4286) Al-5056(1.4911),,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5066,0.0958,,,,,0.2106,0.0168,,,0.0135,0.0037,0.0472,0.0032,4.3439,0.0164,,,0.0073,0.0009,0.0381,0.0010,0.0653,0.0011,,,,,1.7597,0.0038,,,,,,,0.0151,0.0004,0.0056,0.0003,0.0022,0.0003,0.0227,0.0004,0.0012,0.0004,0.0019,0.0004,,,,,,,,,,,,,,,0.0092,0.0025,0.0138,0.0029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0148,0.0013,,,,,,,,,,,0.0030,0.0008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A05.3,,Mining_Sn_FP,1.1.2011,12:34:37,30.5000,,,Al-380(0.7859) Al-6262(1.1411) Al-5056(1.1995),,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1499,0.0131,,,0.0117,0.0031,0.0336,0.0025,3.5717,0.0134,,,0.0051,0.0007,0.0320,0.0009,0.0532,0.0009,,,,,1.5079,0.0031,,,,,,,0.0128,0.0003,0.0047,0.0003,,,0.0190,0.0004,0.0014,0.0003,0.0020,0.0004,,,,,,,,,,,,,,,0.0064,0.0021,0.0101,0.0024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0102,0.0012,,,,,,,,,,,0.0029,0.0007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A05.3,,Mining_MidS_FP,1.1.2011,12:35:43,30.5000,,,Al-380(1.5004) Al-6262(1.7115) Al-5056(1.7393),,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9125,0.0984,,,,,0.3117,0.0188,,,0.0125,0.0039,0.0486,0.0034,5.0016,0.0177,,,0.0088,0.0010,0.0473,0.0012,0.0789,0.0013,,,,,2.1624,0.0043,,,,,,,0.0184,0.0004,0.0070,0.0004,0.0023,0.0004,0.0258,0.0005,0.0019,0.0004,,,,,,,,,,,,,,,,,0.0162,0.0028,0.0191,0.0032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0154,0.0016,,,,,,,,,,,0.0028,0.0009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A05.3,,Mining_MidS_FP,1.1.2011,12:36:58,30.5000,,,Al-380(1.5693) Al-6262(1.7498) Al-5056(1.7913),,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2064,0.0976,0.1350,0.0355,,,0.2929,0.0185,,,0.0142,0.0039,0.0559,0.0033,5.1386,0.0179,,,0.0084,0.0010,0.0444,0.0012,0.0753,0.0013,,,,,2.1454,0.0043,0.0014,0.0003,,,,,0.0179,0.0004,0.0071,0.0004,0.0023,0.0004,0.0260,0.0005,0.0014,0.0004,,,,,,,,,,,,,,,,,0.0121,0.0028,0.0176,0.0033,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0116,0.0016,,,,,,,,,,,0.0034,0.0009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A05.3,Average,Mining Mode,1.1.2011,12:36:58,30.5000,,,Al-380(1.3038) Al-6262(1.5380) Al-5056(1.5907),,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5374,0.8034,0.0527,0.0646,,,0.2508,0.0612,,,0.0138,0.0019,0.0490,0.0090,4.6077,0.5866,,,0.0074,0.0013,0.0405,0.0053,0.0690,0.0091,,,,,1.9080,0.2475,0.0003,0.0005,,,,,0.0163,0.0021,0.0060,0.0009,0.0017,0.0009,0.0229,0.0027,0.0015,0.0002,0.0012,0.0010,,,,,,,,,,,,,,,0.0103,0.0035,0.0153,0.0032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0130,0.0019,,,,,,,,,,,0.0024,0.0012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A06.4,,Mining_MidS_FP,1.1.2011,12:40:26,30.5000,,,Al-380(1.5262) Al-6262(1.7191) Al-5056(1.7588),,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9428,0.0940,0.1192,0.0356,,,0.2943,0.0178,,,0.0142,0.0040,0.0578,0.0035,5.0525,0.0177,,,0.0088,0.0010,0.0460,0.0012,0.0757,0.0013,,,,,2.0480,0.0042,,,,,,,0.0180,0.0004,0.0063,0.0003,0.0025,0.0004,0.0233,0.0005,0.0016,0.0004,,,,,,,,,,,,,,,,,0.0112,0.0026,0.0168,0.0031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0149,0.0016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A06.4,,Mining_MidS_FP,1.1.2011,12:41:22,30.5010,,,Al-380(1.2389) Al-6262(1.4801) Al-5056(1.5417),,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6703,0.0895,0.1137,0.0339,,,0.2206,0.0167,,,0.0132,0.0038,0.0427,0.0031,4.4777,0.0166,,,0.0086,0.0009,0.0387,0.0011,0.0663,0.0012,,,,,1.7827,0.0038,,,,,,,0.0160,0.0004,0.0056,0.0003,0.0016,0.0003,0.0208,0.0004,0.0017,0.0004,0.0020,0.0004,,,,,,,,,,,,,,,,,0.0125,0.0028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0116,0.0015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A06.4,,Mining_MidS_FP,1.1.2011,12:42:19,30.5000,,,Al-380(0.8438) Al-6262(1.1874) Al-5056(1.2431),,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4523,0.0834,,,,,0.1905,0.0152,,,0.0140,0.0033,0.0423,0.0028,3.6876,0.0150,,,0.0043,0.0008,0.0309,0.0010,0.0491,0.0010,,,,,1.3733,0.0032,,,,,,,0.0109,0.0003,0.0042,0.0003,0.0013,0.0003,0.0169,0.0004,,,0.0013,0.0004,,,,,,,,,,,,,,,,,0.0102,0.0023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0093,0.0012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A06.4,,Mining_fp,1.1.2011,12:43:10,30.5000,,,Al-380(1.2122) Al-6262(1.4782) Al-5056(1.5218),,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.7645,0.0857,,,,,0.2639,0.0135,,,,,0.0467,0.0028,4.4245,0.0153,,,0.0058,0.0009,0.0391,0.0010,0.0676,0.0011,,,,,1.8230,0.0036,0.0010,0.0003,,,,,0.0165,0.0004,0.0058,0.0003,0.0020,0.0003,0.0222,0.0004,,,,,,,,,,,,,,,,,,,0.0074,0.0023,0.0134,0.0028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0139,0.0013,,,,,,,,,,,0.0037,0.0008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A06.4,,Mining_fp,1.1.2011,12:44:06,30.5000,,,Al-380(0.8491) Al-6262(1.1870) Al-5056(1.2473),,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6908,0.0734,,,,,0.1539,0.0132,,,0.0110,0.0032,0.0359,0.0025,3.6983,0.0138,,,0.0072,0.0007,0.0307,0.0009,0.0575,0.0010,,,,,1.5625,0.0032,,,,,,,0.0142,0.0003,0.0050,0.0003,0.0012,0.0003,0.0185,0.0004,0.0017,0.0004,0.0026,0.0004,,,,,,,,,,,,,,,0.0069,0.0022,0.0110,0.0025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0101,0.0012,,,,,,,,,,,0.0029,0.0007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A06.4,Average,Mining Mode,1.1.2011,12:44:06,30.5000,,,Al-380(1.1341) Al-6262(1.4055) Al-5056(1.4625),,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5042,0.4363,0.0466,0.0571,,,0.2246,0.0502,,,0.0105,0.0054,0.0451,0.0072,4.2681,0.5187,,,0.0070,0.0017,0.0371,0.0058,0.0633,0.0091,,,,,1.7179,0.2311,0.0002,0.0004,,,,,0.0151,0.0024,0.0054,0.0007,0.0017,0.0005,0.0203,0.0023,0.0010,0.0008,0.0012,0.0011,,,,,,,,,,,,,,,0.0051,0.0044,0.0128,0.0023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0120,0.0021,,,,,,,,,,,0.0013,0.0016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A07.4,,Mining_MidS_FP,1.1.2011,12:45:39,30.5000,,,Al-380(1.7937) Al-6262(1.8978) Al-5056(1.9608),,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9150,0.0981,,,,,0.2587,0.0183,,,0.0266,0.0041,0.0698,0.0035,5.5875,0.0186,,,0.0107,0.0010,0.0507,0.0013,0.0896,0.0014,,,,,2.3880,0.0046,0.0014,0.0004,,,,,0.0207,0.0005,0.0084,0.0004,0.0028,0.0004,0.0281,0.0005,0.0018,0.0005,,,,,,,,,,,,,,,,,0.0113,0.0029,0.0187,0.0034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0148,0.0017,,,,,,,,,,,0.0044,0.0009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A07.4,,Mining_MidS_FP,1.1.2011,12:46:30,30.5010,,,Al-380(1.1742) Al-6262(1.4354) Al-5056(1.4931),,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6104,0.0916,0.1163,0.0345,,,0.2265,0.0168,,,,,0.0549,0.0033,4.3485,0.0164,,,0.0054,0.0008,0.0379,0.0011,0.0638,0.0011,,,,,1.7247,0.0037,0.0013,0.0003,,,,,0.0149,0.0004,0.0051,0.0003,0.0015,0.0003,0.0225,0.0004,0.0013,0.0004,0.0022,0.0004,,,,,,,,,,,,,,,0.0078,0.0024,0.0098,0.0028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0120,0.0015,,,,,,,,,,,0.0028,0.0008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A07.4,,Mining_MidS_FP,1.1.2011,12:47:36,30.5000,,,Al-380(1.5232) Al-6262(1.7140) Al-5056(1.7568),,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2173,0.0954,0.1479,0.0349,,,0.2878,0.0181,,,,,0.0555,0.0034,5.0464,0.0178,,,0.0085,0.0009,0.0444,0.0012,0.0758,0.0013,,,,,2.0938,0.0042,,,,,,,0.0183,0.0004,0.0068,0.0004,0.0022,0.0004,0.0260,0.0005,0.0016,0.0004,,,,,,,,,,,,,0.0056,0.0018,,,0.0113,0.0027,0.0211,0.0032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0151,0.0016,,,,,,,,,,,0.0028,0.0009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A07.4,,Mining_MidS_FP,1.1.2011,12:48:45,30.5010,,,Al-380(1.5275) Al-5056(1.7597) Al-6262(1.8435),,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.9608,0.0963,,,,,0.4506,0.0210,,,0.0160,0.0040,0.0491,0.0034,5.0550,0.0178,,,0.0054,0.0010,0.0492,0.0012,0.0806,0.0013,,,,,2.1454,0.0043,0.0014,0.0003,,,,,0.0182,0.0004,0.0075,0.0004,0.0018,0.0004,0.0252,0.0005,0.0017,0.0004,,,,,,,,,,,,,,,,,0.0098,0.0027,0.0149,0.0032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0216,0.0016,,,,,,,,,,,0.0038,0.0008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A07.4,,Mining_fp,1.1.2011,12:49:49,30.5000,,,Al-380(0.6434) Al-6262(1.0401) Al-5056(1.0919),,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5336,0.0680,,,,,0.1242,0.0124,,,0.0098,0.0030,0.0358,0.0024,3.2868,0.0129,,,0.0048,0.0007,0.0287,0.0009,0.0524,0.0009,,,,,1.3811,0.0030,,,,,,,0.0123,0.0003,0.0046,0.0003,0.0011,0.0003,0.0159,0.0004,0.0010,0.0003,0.0017,0.0004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0094,0.0012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A07.4,Average,Mining Mode,1.1.2011,12:49:49,30.5000,,,Al-380(1.3324) Al-6262(1.5669) Al-5056(1.6124),,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.6474,0.5893,0.0528,0.0655,,,0.2696,0.1060,,,0.0105,0.0101,0.0530,0.0110,4.6648,0.7935,,,0.0069,0.0023,0.0422,0.0081,0.0724,0.0130,,,,,1.9466,0.3536,0.0008,0.0007,,,,,0.0169,0.0030,0.0065,0.0014,0.0019,0.0006,0.0235,0.0042,0.0015,0.0003,0.0008,0.0010,,,,,,,,,,,0.0011,0.0022,,,0.0080,0.0042,0.0129,0.0075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0146,0.0041,,,,,,,,,,,0.0028,0.0015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A08.3,,Mining_MidS_FP,1.1.2011,12:51:58,30.5000,,,Al-380(0.9118) Al-6262(1.2430) Al-5056(1.2946),,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4500,0.0875,,,,,0.2132,0.0163,,,0.0106,0.0035,0.0363,0.0029,3.8236,0.0153,,,0.0044,0.0008,0.0288,0.0010,0.0539,0.0011,,,,,1.4771,0.0034,,,,,,,0.0134,0.0003,0.0045,0.0003,0.0016,0.0003,0.0188,0.0004,0.0012,0.0003,0.0015,0.0004,,,,,,,,,,,,,,,0.0100,0.0022,0.0147,0.0026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0081,0.0014,,,,,,,,,,,0.0025,0.0007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A08.3,,Mining_fp,1.1.2011,12:53:02,30.5000,,,Al-380(0.9339) Al-6262(1.2618) Al-5056(1.3111),,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4422,0.0788,0.0940,0.0297,,,0.2235,0.0148,,,0.0145,0.0031,0.0521,0.0027,3.8677,0.0142,,,0.0069,0.0007,0.0312,0.0009,0.0591,0.0010,,,,,1.5637,0.0033,,,,,,,0.0131,0.0003,0.0050,0.0003,0.0017,0.0003,0.0182,0.0004,0.0015,0.0003,0.0019,0.0004,,,,,,,,,,,,,,,,,0.0074,0.0025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0084,0.0013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A08.3,,Mining_MidS_FP,1.1.2011,12:54:09,30.5010,,,Al-380(1.5808) Al-6262(1.7431) Al-5056(1.8001),,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.8940,0.1001,0.1158,0.0372,,,0.2589,0.0181,,,0.0142,0.0041,0.0581,0.0034,5.1617,0.0179,,,0.0123,0.0009,0.0403,0.0013,0.0752,0.0014,,,,,2.1472,0.0043,0.0016,0.0003,,,,,0.0193,0.0004,0.0064,0.0004,0.0012,0.0004,0.0260,0.0005,0.0018,0.0004,0.0018,0.0005,,,,,,,,,,,,,,,0.0114,0.0027,0.0161,0.0032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A08.3,,Mining_MidS_FP,1.1.2011,12:54:59,30.5000,,,Al-380(1.5965) Al-6262(1.7757) Al-5056(1.8119),,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0957,0.0948,0.1485,0.0353,,,0.3044,0.0183,,,0.0131,0.0040,0.0519,0.0034,5.1929,0.0180,,,0.0084,0.0010,0.0439,0.0012,0.0770,0.0013,,,,,2.1787,0.0043,0.0020,0.0003,,,,,0.0185,0.0004,0.0075,0.0004,0.0021,0.0004,0.0255,0.0005,0.0017,0.0004,,,,,,,,,,,,,,,,,0.0086,0.0027,0.0162,0.0032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0155,0.0018,,,,,,,,,,,0.0034,0.0009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A08.3,,Mining_Sn_FP,1.1.2011,12:55:47,30.5000,,,Al-380(0.8295) Al-6262(1.1729) Al-5056(1.2324),,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1583,0.0133,,,0.0121,0.0030,0.0365,0.0025,3.6590,0.0136,,,0.0060,0.0007,0.0310,0.0009,0.0547,0.0010,,,,,1.5181,0.0032,0.0013,0.0003,,,,,0.0133,0.0003,0.0049,0.0003,0.0018,0.0003,0.0176,0.0004,0.0013,0.0004,0.0017,0.0004,,,,,,,,,,,,,,,,,0.0081,0.0024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0082,0.0012,,,,,,,,,,,0.0026,0.0006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A08.3,Average,Mining Mode,1.1.2011,12:55:47,30.5000,,,Al-380(1.1705) Al-6262(1.4347) Al-5056(1.4900),,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3764,0.7334,0.0716,0.0610,,,0.2317,0.0486,,,0.0129,0.0014,0.0470,0.0089,4.3410,0.6865,,,0.0076,0.0027,0.0350,0.0059,0.0640,0.0101,,,,,1.7770,0.3165,0.0010,0.0008,,,,,0.0155,0.0028,0.0057,0.0011,0.0017,0.0003,0.0212,0.0037,0.0015,0.0002,0.0014,0.0007,,,,,,,,,,,,,,,0.0060,0.0050,0.0125,0.0039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0080,0.0049,,,,,,,,,,,0.0017,0.0014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
